name,mainCategory,subCategory,image,link,ratings,noOfRatings,discountPrice,actualPrice,category,matched_bb_product,match_score
Continental Xtra Instant Coffee 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266112_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0000089,4.2,3100,380,410,coffee,2-Minute Instant Noodles - Masala,210.0
Nescafe Gold Premium Blend Instant Coffee 100g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40202093_1-blv-fine-blend-roasted-coffee-beans.jpg,https://www.amazon.in/dp/B0000090,4.6,5800,490,525,coffee,Roasted Coffee Beans,320.0
Bru Gold Instant Coffee 100g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266112_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0000091,4.3,2100,345,370,coffee,2-Minute Instant Noodles - Masala,210.0
Tata Coffee Grand Instant Coffee 50g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266112_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0000092,4.1,1900,135,150,coffee,2-Minute Instant Noodles - Masala,210.0
Blue Tokai Roasted Coffee Powder 250g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40202093_1-blv-fine-blend-roasted-coffee-beans.jpg,https://www.amazon.in/dp/B0000093,4.6,3500,390,420,coffee,Roasted Coffee Beans,320.0
Sleepy Owl Original Cold Brew Coffee 250ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40210577_3-sleepy-owl-hot-brew-coffee-assorted.jpg,https://www.amazon.in/dp/B0000094,4.2,1500,95,110,coffee,"Assorted Hot Brew Bags - High Quality Arabica Beans Blend, Easy To Use",380.0
Tata Tea Premium 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40210549_1-tgl-co-bombay-cutting-chai-premium-chai-tea.jpg,https://www.amazon.in/dp/B0000095,4.4,15200,390,420,tea,Bombay Cutting Chai Premium Chai Tea,320.0
Wagh Bakri Premium Leaf Tea 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40096752_2-teamonk-nilgiri-green-tea-taizen-cinnamon.jpg,https://www.amazon.in/dp/B0000096,4.5,11400,450,480,tea,"Nilgiri Green Tea - Taizen Cinnamon, 100% Natural, Loose Leaf",320.0
Red Label Tea 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40242232_1-cadbury-oreo-red-velvet-sandwich-biscuit-limited-edition-yuly-treat.jpg,https://www.amazon.in/dp/B0000097,4.4,13800,410,440,tea,"Red Velvet Sandwich Biscuit - Limited Edition, Yummy Treat",210.0
Taj Mahal Tea 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1220657_1-bb-combo-royal-organic-wild-honey500gindisecrets-organic-tea-infusion-pure-tulsi34g.jpg,https://www.amazon.in/dp/B0000098,4.6,8200,320,350,tea,"Royal Organic Wild Honey,500g+IndiSecrets Organic Tea-Infusion, Pure Tulsi,34g",320.0
Society Tea Premium Dust 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40210549_1-tgl-co-bombay-cutting-chai-premium-chai-tea.jpg,https://www.amazon.in/dp/B0000099,4.3,4200,420,450,tea,Bombay Cutting Chai Premium Chai Tea,320.0
Tata Tea Gold 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1220657_1-bb-combo-royal-organic-wild-honey500gindisecrets-organic-tea-infusion-pure-tulsi34g.jpg,https://www.amazon.in/dp/B0000100,4.5,6900,285,310,tea,"Royal Organic Wild Honey,500g+IndiSecrets Organic Tea-Infusion, Pure Tulsi,34g",320.0
Lipton Green Tea Lemon Honey 100 Bags,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215051_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-emperia-green-tea-honey-lemon-35-g.jpg,https://www.amazon.in/dp/B0000101,4.3,12400,490,550,tea,"BB Royal Organic  Kashmir Honey, 500 g + Emperia Green Tea - Honey Lemon, 35 g",440.0
Organic India Tulsi Green Tea 25 Bags,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215051_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-emperia-green-tea-honey-lemon-35-g.jpg,https://www.amazon.in/dp/B0000102,4.4,3100,150,174,tea,"BB Royal Organic  Kashmir Honey, 500 g + Emperia Green Tea - Honey Lemon, 35 g",380.0
Tetley Green Tea Lemon & Honey 100 Bags,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215051_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-emperia-green-tea-honey-lemon-35-g.jpg,https://www.amazon.in/dp/B0000103,4.2,5200,430,499,tea,"BB Royal Organic  Kashmir Honey, 500 g + Emperia Green Tea - Honey Lemon, 35 g",440.0
Red Label Natural Care Tea 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40096752_2-teamonk-nilgiri-green-tea-taizen-cinnamon.jpg,https://www.amazon.in/dp/B0000104,4.5,7800,530,570,tea,"Nilgiri Green Tea - Taizen Cinnamon, 100% Natural, Loose Leaf",320.0
Wagh Bakri Masala Tea Bags 100 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40096752_2-teamonk-nilgiri-green-tea-taizen-cinnamon.jpg,https://www.amazon.in/dp/B0000105,4.3,1800,240,270,tea,"Nilgiri Green Tea - Taizen Cinnamon, 100% Natural, Loose Leaf",320.0
Twinings English Breakfast Tea 25 Bags,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40210567_1-tgl-co-english-breakfast-black-tea.jpg,https://www.amazon.in/dp/B0000106,4.5,2100,290,345,tea,English Breakfast - Black Tea,380.0
Blue Tea Butterfly Pea Flower Tea 30g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215051_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-emperia-green-tea-honey-lemon-35-g.jpg,https://www.amazon.in/dp/B0000107,4.1,4300,199,249,tea,"BB Royal Organic  Kashmir Honey, 500 g + Emperia Green Tea - Honey Lemon, 35 g",210.0
Taj Mahal Classic Tea Bags 100 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1214178_1-bb-royal-100-pure-honey-1-kg-corn-flakes-classic-475-g.jpg,https://www.amazon.in/dp/B0000108,4.4,1100,380,425,tea,"100% Pure Honey, 1 kg + Corn Flakes Classic, 475 g",320.0
Brooke Bond 3 Roses Dust Tea 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1220657_1-bb-combo-royal-organic-wild-honey500gindisecrets-organic-tea-infusion-pure-tulsi34g.jpg,https://www.amazon.in/dp/B0000109,4.3,3100,260,285,tea,"Royal Organic Wild Honey,500g+IndiSecrets Organic Tea-Infusion, Pure Tulsi,34g",320.0
Madhur Sugar Pure & Hygienic 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40100818_10-lindberg-no-added-sugar-pure-belgian-white-chocolate.jpg,https://www.amazon.in/dp/B0000110,4.5,14200,52,60,sugar,No Added Sugar - Pure Belgian White Chocolate,320.0
Madhur Sugar Pure & Hygienic 5kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40100818_10-lindberg-no-added-sugar-pure-belgian-white-chocolate.jpg,https://www.amazon.in/dp/B0000111,4.5,9100,250,280,sugar,No Added Sugar - Pure Belgian White Chocolate,320.0
Trust Classic Sulphurless Sugar 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40015686_7-del-monte-tomato-ketchup-classic-blend-rich-thick-condiment.jpg,https://www.amazon.in/dp/B0000112,4.3,4200,54,65,sugar,"Tomato Ketchup - Classic Blend, Rich & Thick Condiment",210.0
Parry's White Sugar 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40100818_10-lindberg-no-added-sugar-pure-belgian-white-chocolate.jpg,https://www.amazon.in/dp/B0000113,4.4,3100,53,60,sugar,No Added Sugar - Pure Belgian White Chocolate,320.0
Organic Tattva Brown Sugar 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215053_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-id-fresho-idly-dosa-batter-1-kg.jpg,https://www.amazon.in/dp/B0000114,4.2,1900,110,135,sugar,"BB Royal Organic  Kashmir Honey, 500 g + iD Fresho Idly Dosa Batter, 1 Kg",210.0
Tata Shuddh Vacuum Evaporated Sugar 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40189246_2-kelloggs-muesli-with-0-added-sugar.jpg,https://www.amazon.in/dp/B0000115,4.3,2400,56,65,sugar,Muesli - With 0% Added Sugar,210.0
Dhampure Speciality Demerara Sugar 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1202071_1-bb-royal-almondbadam-californian-500g-cashewkaju-whole-500g.jpg,https://www.amazon.in/dp/B0000116,4.1,1100,85,99,sugar,Almond/Badam Californian 500g + Cashew/Kaju Whole 500g,210.0
Bira 91 Brown Sugar 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40189246_2-kelloggs-muesli-with-0-added-sugar.jpg,https://www.amazon.in/dp/B0000117,4.0,850,120,145,sugar,Muesli - With 0% Added Sugar,210.0
Organic India Demerara Sugar 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1220657_1-bb-combo-royal-organic-wild-honey500gindisecrets-organic-tea-infusion-pure-tulsi34g.jpg,https://www.amazon.in/dp/B0000118,4.3,950,90,110,sugar,"Royal Organic Wild Honey,500g+IndiSecrets Organic Tea-Infusion, Pure Tulsi,34g",320.0
Madhur Refined Sugar Cube 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1202071_1-bb-royal-almondbadam-californian-500g-cashewkaju-whole-500g.jpg,https://www.amazon.in/dp/B0000119,4.4,1300,75,90,sugar,Almond/Badam Californian 500g + Cashew/Kaju Whole 500g,210.0
Tata Salt Vacuum Evaporated Iodised 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40194098_1-monsoon-harvest-nuts-seeds-bar-dark-chocolate-sea-salt.jpg,https://www.amazon.in/dp/B0000120,4.6,24500,26,28,salt,Nuts & Seeds Bar - Dark Chocolate & Sea Salt,210.0
Tata Salt Lite Low Sodium 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40194098_1-monsoon-harvest-nuts-seeds-bar-dark-chocolate-sea-salt.jpg,https://www.amazon.in/dp/B0000121,4.4,12400,41,45,salt,Nuts & Seeds Bar - Dark Chocolate & Sea Salt,210.0
Catch Iodized Salt 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40194098_1-monsoon-harvest-nuts-seeds-bar-dark-chocolate-sea-salt.jpg,https://www.amazon.in/dp/B0000122,4.2,3100,20,24,salt,Nuts & Seeds Bar - Dark Chocolate & Sea Salt,210.0
Aashirvaad Salt Proactive 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40154067_5-aashirvaad-instant-mix-rava-idli.jpg,https://www.amazon.in/dp/B0000123,4.3,4200,38,42,salt,Rava Idli Instant Mix,210.0
Tata Rock Salt Pink 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40007104_1-on1y-grinder-pink-salt.jpg,https://www.amazon.in/dp/B0000124,4.4,8900,110,130,salt,Pink Salt Grinder,320.0
Puro Healthy Salt Rock Salt 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40197884_3-open-secret-nutty-cookies-choco-almond-no-added-maida-40-50-nuts-box-of-6-cookies.jpg,https://www.amazon.in/dp/B0000125,4.5,6100,99,120,salt,"Choco Almond Nutty Cookies - With No Maida, Healthy",210.0
Saffola Salt Double Iodised 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40196256_5-saffola-pure-honey.jpg,https://www.amazon.in/dp/B0000126,4.1,1900,25,30,salt,Pure Honey,210.0
Catch Black Salt Powder 100g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40162617_8-gooddiet-roasted-flaxseed-black-salt.jpg,https://www.amazon.in/dp/B0000127,4.3,2800,18,22,salt,Roasted Flaxseed - Black Salt,320.0
Organic India Pink Rock Salt 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40223289_2-organic-india-ayush-kwath-ilunity-booster.jpg,https://www.amazon.in/dp/B0000128,4.4,1100,115,140,salt,Ayush Kwath - Immunity Booster,320.0
Tata Salt Crystal Rock Salt 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40194098_1-monsoon-harvest-nuts-seeds-bar-dark-chocolate-sea-salt.jpg,https://www.amazon.in/dp/B0000129,4.2,950,55,65,salt,Nuts & Seeds Bar - Dark Chocolate & Sea Salt,210.0
Parle-G Gluco Biscuits 800g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1221312_1-cadbury-oreo-chocolatey-sandwich-biscuits-oreo-vanilla-creme-biscuit-each-of-300-g.jpg,https://www.amazon.in/dp/B0000130,4.5,21200,130,140,biscuits,"Oreo Chocolatey Sandwich Biscuits + Oreo Vanilla Creme Biscuit, Each Of 300 g",320.0
Britannia Good Day Cashew Cookies 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40197805_3-britannia-good-day-chocochip-cookies.jpg,https://www.amazon.in/dp/B0000131,4.4,16500,32,35,biscuits,Good Day Chocochip Cookies,440.0
Sunfeast Dark Fantasy Choco Fills 300g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40077104_4-sunfeast-dark-fantasy-biscuits-cookies-choco-fills.jpg,https://www.amazon.in/dp/B0000132,4.5,9100,120,150,biscuits,"Dark Fantasy - Choco Fills, Original Filled Cookies, With Choco Crème",500.0
Britannia Marie Gold Biscuits 250g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40001621_11-britannia-tiger-krunch-chocochip-biscuits.jpg,https://www.amazon.in/dp/B0000133,4.3,12400,35,38,biscuits,"Tiger Krunch - Chocochip Biscuits, Teatime Snack",320.0
Oreo Chocolate Sandwich Biscuit 120g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40242232_1-cadbury-oreo-red-velvet-sandwich-biscuit-limited-edition-yuly-treat.jpg,https://www.amazon.in/dp/B0000134,4.4,11500,32,35,biscuits,"Red Velvet Sandwich Biscuit - Limited Edition, Yummy Treat",380.0
Britannia Bourbon Chocolate Cream Biscuits 150g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40001621_11-britannia-tiger-krunch-chocochip-biscuits.jpg,https://www.amazon.in/dp/B0000135,4.3,8200,28,30,biscuits,"Tiger Krunch - Chocochip Biscuits, Teatime Snack",320.0
Parle Hide & Seek Chocolate Chip Biscuits 120g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/267154_3-unibic-cookies-chocolate-chip.jpg,https://www.amazon.in/dp/B0000136,4.5,7100,38,40,biscuits,Cookies - Chocolate Chip,320.0
Sunfeast Mom's Magic Cashew & Almond 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1202077_1-bb-popular-almondbadam-californian-100g-indian-raisins-100g-cashew-w-320-100g.jpg,https://www.amazon.in/dp/B0000137,4.3,5300,35,40,biscuits,Almond/Badam Californian 100g + Indian Raisins 100g + Cashew W 320 100g,320.0
Britannia NutriChoice Digestive Biscuits 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40230665_3-britannia-nutri-choice-seeds-biscuits-100-atta-high-in-fibre-healthy-snacks.jpg,https://www.amazon.in/dp/B0000138,4.2,4900,160,180,biscuits,"Nutrichoice Seed Biscuits -  0% Maida, High In Fibre",380.0
Unibic Chocochip Cookies 150g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40022399_2-unibic-cookies-assorted-pack.jpg,https://www.amazon.in/dp/B0000139,4.2,3100,45,50,biscuits,Assorted Cookies,320.0
Britannia 50-50 Maska Chaska Biscuits 120g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40001621_11-britannia-tiger-krunch-chocochip-biscuits.jpg,https://www.amazon.in/dp/B0000140,4.3,6400,23,25,biscuits,"Tiger Krunch - Chocochip Biscuits, Teatime Snack",320.0
Sunfeast Bounce Choco Creme Biscuits 100g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40206760_2-sunfeast-dark-fantasy-cream-biscuit-choco-creme.jpg,https://www.amazon.in/dp/B0000141,4.1,2800,18,20,biscuits,"Dark Fantasy - Choco Creme, Made With Real Chocolate",380.0
Parle Monaco Classic Salted Biscuits 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40217410_1-too-yul-potato-chips-classic-salted.jpg,https://www.amazon.in/dp/B0000142,4.3,3900,32,35,biscuits,Potato Chips - Classic Salted,320.0
Unibic Oatmeal Digestive Cookies 75g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40167048_2-unibic-oatmeal-digestive-cookies.jpg,https://www.amazon.in/dp/B0000143,4.0,1500,22,25,biscuits,Oatmeal Digestive Cookies,440.0
Britannia Tiger Krunch Choco Chips 120g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40001620_5-britannia-tiger-cookies-krunch-chocochips.jpg,https://www.amazon.in/dp/B0000144,4.2,2100,18,20,biscuits,"Tiger Cookies - Krunch Chocochips, Teatime Snack",380.0
Cadbury Dairy Milk Chocolate Home Pack 126g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212499_1-cadbury-dairy-milk-chocolate-home-treats-pack.jpg,https://www.amazon.in/dp/B0000145,4.6,15200,92,100,chocolate,Chocolate Home - Treats Pack,560.0
Cadbury Dairy Milk Silk Chocolate 150g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212499_1-cadbury-dairy-milk-chocolate-home-treats-pack.jpg,https://www.amazon.in/dp/B0000146,4.6,12400,165,175,chocolate,Chocolate Home - Treats Pack,440.0
Nestle KitKat 4 Finger Chocolate 38g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212499_1-cadbury-dairy-milk-chocolate-home-treats-pack.jpg,https://www.amazon.in/dp/B0000147,4.5,11200,28,30,chocolate,Chocolate Home - Treats Pack,210.0
Amul Dark Chocolate 150g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40137178_1-amul-dark-chocolate-single-origin-india.jpg,https://www.amazon.in/dp/B0000148,4.4,8900,110,120,chocolate,"Dark Chocolate - Single Origin, India",380.0
Snickers Peanut Chocolate Bar 50g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40258165_2-snickers-peanut-miniature-chocolate-nutritious-with-cocoa-butter.jpg,https://www.amazon.in/dp/B0000149,4.4,7500,45,50,chocolate,"Peanut Miniature Chocolate - Nutritious, With Cocoa Butter",380.0
Ferrero Rocher Premium Chocolates 24 Pieces,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40087512_14-lindberg-assorted-gift-box-pure-belgian-chocolate-truffles.jpg,https://www.amazon.in/dp/B0000150,4.8,3200,899,999,chocolate,100% Pure Cocoa Butter Premium Chocolates,320.0
Cadbury 5 Star Chocolate Bar 40g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40019376_11-cadbury-5-star-chocolate-home-pack.jpg,https://www.amazon.in/dp/B0000151,4.3,6400,18,20,chocolate,5 Star Chocolate Home Pack,440.0
Amul Fruit & Nut Dark Chocolate 150g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40137178_1-amul-dark-chocolate-single-origin-india.jpg,https://www.amazon.in/dp/B0000152,4.5,4100,125,140,chocolate,"Dark Chocolate - Single Origin, India",380.0
Nestle Munch Chocolate Bar 10g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1209313_1-gooddiet-20g-whey-protein-bar-double-chocolate-caramel.jpg,https://www.amazon.in/dp/B0000153,4.2,4900,9,10,chocolate,20g Whey Protein Bar - Double Chocolate Caramel,320.0
Hershey's Milk Chocolate Bar 40g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1201376_1-lindberg-milk-chocolate-bar-pure-belgian.jpg,https://www.amazon.in/dp/B0000154,4.4,1800,55,60,chocolate,Milk Chocolate Bar - Pure Belgian,380.0
Cadbury Temptations Almond Treat Chocolate 72g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212499_1-cadbury-dairy-milk-chocolate-home-treats-pack.jpg,https://www.amazon.in/dp/B0000155,4.5,2100,92,100,chocolate,Chocolate Home - Treats Pack,320.0
Galaxy Smooth Milk Chocolate Bar 56g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1201376_1-lindberg-milk-chocolate-bar-pure-belgian.jpg,https://www.amazon.in/dp/B0000156,4.4,1500,62,70,chocolate,Milk Chocolate Bar - Pure Belgian,380.0
